requirement_id,method,object_sequence,assessment_object,source_page_start,source_page_end
AC.L2-3.1.1,EXAMINE,1,Access control policy,22,24
AC.L2-3.1.1,EXAMINE,2,procedures addressing account management,22,24
AC.L2-3.1.1,EXAMINE,3,system security plan,22,24
AC.L2-3.1.1,EXAMINE,4,system design documentation,22,24
AC.L2-3.1.1,EXAMINE,5,system configuration settings and associated documentation,22,24
AC.L2-3.1.1,EXAMINE,6,list of active system accounts and the name of the individual associated with each account,22,24
AC.L2-3.1.1,EXAMINE,7,"notifications or records of recently transferred, separated, or terminated employees",22,24
AC.L2-3.1.1,EXAMINE,8,list of conditions for group and role membership,22,24
AC.L2-3.1.1,EXAMINE,9,list of recently disabled system accounts along with the name of the individual associated with each account,22,24
AC.L2-3.1.1,EXAMINE,10,access authorization records,22,24
AC.L2-3.1.1,EXAMINE,11,account management compliance reviews,22,24
AC.L2-3.1.1,EXAMINE,12,system monitoring records,22,24
AC.L2-3.1.1,EXAMINE,13,system audit logs and records,22,24
AC.L2-3.1.1,EXAMINE,14,list of devices and systems authorized to connect to organizational systems,22,24
AC.L2-3.1.1,EXAMINE,15,other relevant documents or records,22,24
AC.L2-3.1.1,INTERVIEW,1,Personnel with account management responsibilities,22,24
AC.L2-3.1.1,INTERVIEW,2,system or network administrators,22,24
AC.L2-3.1.1,INTERVIEW,3,personnel with information security responsibilities,22,24
AC.L2-3.1.1,TEST,1,Organizational processes for managing system accounts,22,24
AC.L2-3.1.1,TEST,2,"mechanisms for implementing account management]. 11 NIST SP 800-171A, p. 9. AC.L2-3.1.1 - Authorized Access Control [CUI Data",22,24
AC.L2-3.1.2,EXAMINE,1,Access control policy,25,26
AC.L2-3.1.2,EXAMINE,2,procedures addressing acces s enforcement,25,26
AC.L2-3.1.2,EXAMINE,3,system security plan,25,26
AC.L2-3.1.2,EXAMINE,4,system design documentation,25,26
AC.L2-3.1.2,EXAMINE,5,list of approved authorizations including remote access authorizations,25,26
AC.L2-3.1.2,EXAMINE,6,system audit logs and records,25,26
AC.L2-3.1.2,EXAMINE,7,system configuration settings and associated documentation,25,26
AC.L2-3.1.2,EXAMINE,8,other relevant documents or records,25,26
AC.L2-3.1.2,INTERVIEW,1,Personnel with access enforcement responsibilities,25,26
AC.L2-3.1.2,INTERVIEW,2,system or network administrators,25,26
AC.L2-3.1.2,INTERVIEW,3,personnel with information security responsibilities,25,26
AC.L2-3.1.2,INTERVIEW,4,system developers,25,26
AC.L2-3.1.2,TEST,1,Mechanisms implementing access control policy,25,26
AC.L2-3.1.3,EXAMINE,1,Access control policy,27,29
AC.L2-3.1.3,EXAMINE,2,information flow control policies,27,29
AC.L2-3.1.3,EXAMINE,3,procedures addressing information flow enforcement,27,29
AC.L2-3.1.3,EXAMINE,4,system security plan,27,29
AC.L2-3.1.3,EXAMINE,5,system design documentation,27,29
AC.L2-3.1.3,EXAMINE,6,system configuration settings and associated documentation,27,29
AC.L2-3.1.3,EXAMINE,7,list of information flow authorizations,27,29
AC.L2-3.1.3,EXAMINE,8,system baseline configuration,27,29
AC.L2-3.1.3,EXAMINE,9,system audit logs and records,27,29
AC.L2-3.1.3,EXAMINE,10,other relevant documents or records,27,29
AC.L2-3.1.3,INTERVIEW,1,System or network administrators,27,29
AC.L2-3.1.3,INTERVIEW,2,personnel with information secu rity responsibilities,27,29
AC.L2-3.1.3,INTERVIEW,3,system developers,27,29
AC.L2-3.1.3,TEST,1,Mechanisms implementing information flow enforcement policy,27,29
AC.L2-3.1.4,EXAMINE,1,Access control policy,30,31
AC.L2-3.1.4,EXAMINE,2,procedures addressing divisions of responsibility and separation of duties,30,31
AC.L2-3.1.4,EXAMINE,3,system security plan,30,31
AC.L2-3.1.4,EXAMINE,4,system configuration settings and associated documentation,30,31
AC.L2-3.1.4,EXAMINE,5,list of divisions of responsibility and separation of duties,30,31
AC.L2-3.1.4,EXAMINE,6,system access authorizations,30,31
AC.L2-3.1.4,EXAMINE,7,system audit logs and records,30,31
AC.L2-3.1.4,EXAMINE,8,other relevant documents or records,30,31
AC.L2-3.1.4,INTERVIEW,1,Personnel with responsibilities for defining divisions of responsibility and separation of duties,30,31
AC.L2-3.1.4,INTERVIEW,2,personnel with information security responsibilities,30,31
AC.L2-3.1.4,INTERVIEW,3,system or network administrators,30,31
AC.L2-3.1.4,TEST,1,Mechanisms implementing separation of duties policy,30,31
AC.L2-3.1.5,EXAMINE,1,Access control policy,32,34
AC.L2-3.1.5,EXAMINE,2,procedures addressing account management,32,34
AC.L2-3.1.5,EXAMINE,3,system security plan,32,34
AC.L2-3.1.5,EXAMINE,4,system design documentation,32,34
AC.L2-3.1.5,EXAMINE,5,system configuration settings and associated documentation,32,34
AC.L2-3.1.5,EXAMINE,6,list of active system accounts and the name of the individual associated with each account,32,34
AC.L2-3.1.5,EXAMINE,7,list of conditions for group and role membership,32,34
AC.L2-3.1.5,EXAMINE,8,"notifications or records of recently transferred, separated, or terminated employees",32,34
AC.L2-3.1.5,EXAMINE,9,list of recently disabled system accounts along with the name of the individual associated with each account,32,34
AC.L2-3.1.5,EXAMINE,10,access authorization records,32,34
AC.L2-3.1.5,EXAMINE,11,account management compliance reviews,32,34
AC.L2-3.1.5,EXAMINE,12,system monitoring/audit records,32,34
AC.L2-3.1.5,EXAMINE,13,procedures addressing least privilege,32,34
AC.L2-3.1.5,EXAMINE,14,"list of security functions (deployed in hardware, software, and firmware) and security-relevant information for which access is to be explicitly authorized",32,34
AC.L2-3.1.5,EXAMINE,15,list of system -generated privileged accounts,32,34
AC.L2-3.1.5,EXAMINE,16,list of system administration personnel,32,34
AC.L2-3.1.5,EXAMINE,17,other relevant documents or records,32,34
AC.L2-3.1.5,INTERVIEW,1,Personnel with account management responsibilities,32,34
AC.L2-3.1.5,INTERVIEW,2,system or network administrators,32,34
AC.L2-3.1.5,INTERVIEW,3,personnel with information security responsibilities,32,34
AC.L2-3.1.5,INTERVIEW,4,personnel with responsibilities for defining least privileges necessary to accomplish specified tasks,32,34
AC.L2-3.1.5,TEST,1,Organizational processes for managing system accounts,32,34
AC.L2-3.1.5,TEST,2,mechanisms for implementing account management,32,34
AC.L2-3.1.5,TEST,3,mechanisms implementing least privilege functions,32,34
AC.L2-3.1.5,TEST,4,"mechanisms prohibiting privileged access to the system]. 19 NIST SP 800-171A, p. 11. AC.L2-3.1.5 - Least Privilege",32,34
AC.L2-3.1.6,EXAMINE,1,Access control policy,35,36
AC.L2-3.1.6,EXAMINE,2,procedures addressing least privilege,35,36
AC.L2-3.1.6,EXAMINE,3,system security plan,35,36
AC.L2-3.1.6,EXAMINE,4,list of system -generated security functions assigned to system accounts or roles,35,36
AC.L2-3.1.6,EXAMINE,5,system configuration settings and associated documentation,35,36
AC.L2-3.1.6,EXAMINE,6,system audit logs and records,35,36
AC.L2-3.1.6,EXAMINE,7,other relevant documents or records,35,36
AC.L2-3.1.6,INTERVIEW,1,Personnel with responsibilities for defining least privileges necessary to accomplish specified organizational tasks,35,36
AC.L2-3.1.6,INTERVIEW,2,personnel with information security responsibilities,35,36
AC.L2-3.1.6,INTERVIEW,3,system or network administrators,35,36
AC.L2-3.1.6,TEST,1,Mechanisms implementing least privilege functions,35,36
AC.L2-3.1.7,EXAMINE,1,"Privacy and security policies, procedures addressing system use notification",37,39
AC.L2-3.1.7,EXAMINE,2,documented approval of system use notification messages or banners,37,39
AC.L2-3.1.7,EXAMINE,3,system audit logs and records,37,39
AC.L2-3.1.7,EXAMINE,4,system design documentation,37,39
AC.L2-3.1.7,EXAMINE,5,user acknowledgements of notification message or banner,37,39
AC.L2-3.1.7,EXAMINE,6,system security plan,37,39
AC.L2-3.1.7,EXAMINE,7,system use notification messages,37,39
AC.L2-3.1.7,EXAMINE,8,system configuration settings and associated documentation,37,39
AC.L2-3.1.7,EXAMINE,9,other relevant documents or records,37,39
AC.L2-3.1.7,INTERVIEW,1,Personnel with responsibilities for defining least privileges necessary to accomplish specified tasks,37,39
AC.L2-3.1.7,INTERVIEW,2,personnel with information security responsibilities,37,39
AC.L2-3.1.7,INTERVIEW,3,system developers,37,39
AC.L2-3.1.7,TEST,1,Mechanisms implementing least privilege functions for non- privileged users,37,39
AC.L2-3.1.7,TEST,2,mechanisms auditing the execution of privileged functions,37,39
AC.L2-3.1.8,EXAMINE,1,Access control policy,40,41
AC.L2-3.1.8,EXAMINE,2,procedures addressing un successful logon attempts,40,41
AC.L2-3.1.8,EXAMINE,3,system security plan,40,41
AC.L2-3.1.8,EXAMINE,4,system design documentation,40,41
AC.L2-3.1.8,EXAMINE,5,system configuration settings and associated documentation,40,41
AC.L2-3.1.8,EXAMINE,6,system audit logs and records,40,41
AC.L2-3.1.8,EXAMINE,7,other relevant documents or records,40,41
AC.L2-3.1.8,INTERVIEW,1,Personnel with information security responsibilities,40,41
AC.L2-3.1.8,INTERVIEW,2,system developers,40,41
AC.L2-3.1.8,INTERVIEW,3,system or network administrators,40,41
AC.L2-3.1.8,TEST,1,Mechanisms implementing access control policy for unsuccessful logon attempts,40,41
AC.L2-3.1.9,EXAMINE,1,"Privacy and security policies, procedures addressing system use notification",42,43
AC.L2-3.1.9,EXAMINE,2,documented approval of system use notification messages or banners,42,43
AC.L2-3.1.9,EXAMINE,3,system audit logs and records,42,43
AC.L2-3.1.9,EXAMINE,4,system design documentation,42,43
AC.L2-3.1.9,EXAMINE,5,user acknowledgements of notification message or banner,42,43
AC.L2-3.1.9,EXAMINE,6,system security plan,42,43
AC.L2-3.1.9,EXAMINE,7,system use notification messages,42,43
AC.L2-3.1.9,EXAMINE,8,system configuration settings and associated documentation,42,43
AC.L2-3.1.9,EXAMINE,9,other relevant documents or records,42,43
AC.L2-3.1.9,INTERVIEW,1,System or network administrators,42,43
AC.L2-3.1.9,INTERVIEW,2,personnel with information security responsibilities,42,43
AC.L2-3.1.9,INTERVIEW,3,personnel with responsibility for providing legal advice,42,43
AC.L2-3.1.9,INTERVIEW,4,system developers,42,43
AC.L2-3.1.9,TEST,1,Mechanisms implementing system use notification,42,43
AC.L2-3.1.10,EXAMINE,1,Access control policy,44,45
AC.L2-3.1.10,EXAMINE,2,procedures addressing session lock,44,45
AC.L2-3.1.10,EXAMINE,3,procedures addressing identification and authentication,44,45
AC.L2-3.1.10,EXAMINE,4,system design documentation,44,45
AC.L2-3.1.10,EXAMINE,5,system configuration settings and associated documentation,44,45
AC.L2-3.1.10,EXAMINE,6,system security plan,44,45
AC.L2-3.1.10,EXAMINE,7,other relevant documents or records,44,45
AC.L2-3.1.10,INTERVIEW,1,System or network administrators,44,45
AC.L2-3.1.10,INTERVIEW,2,personnel with information security responsibilities,44,45
AC.L2-3.1.10,INTERVIEW,3,system developers,44,45
AC.L2-3.1.10,TEST,1,Mechanisms implementing access control policy for session lock,44,45
AC.L2-3.1.11,EXAMINE,1,Access control policy,46,47
AC.L2-3.1.11,EXAMINE,2,procedures addressing session termination,46,47
AC.L2-3.1.11,EXAMINE,3,system design documentation,46,47
AC.L2-3.1.11,EXAMINE,4,system security plan,46,47
AC.L2-3.1.11,EXAMINE,5,system configuration settings and associated documentation,46,47
AC.L2-3.1.11,EXAMINE,6,list of conditions or trigger events requiring session disconnect,46,47
AC.L2-3.1.11,EXAMINE,7,system audit logs and records,46,47
AC.L2-3.1.11,EXAMINE,8,other relevant documents or records,46,47
AC.L2-3.1.11,INTERVIEW,1,System or network administrators,46,47
AC.L2-3.1.11,INTERVIEW,2,personnel with information security responsibilities,46,47
AC.L2-3.1.11,INTERVIEW,3,system developers,46,47
AC.L2-3.1.11,TEST,1,Mechanisms implementing user session termination,46,47
AC.L2-3.1.12,EXAMINE,1,Access control policy,48,50
AC.L2-3.1.12,EXAMINE,2,procedures addressing remote access implementation and usage (including restrictions),48,50
AC.L2-3.1.12,EXAMINE,3,configuration management plan,48,50
AC.L2-3.1.12,EXAMINE,4,system security plan,48,50
AC.L2-3.1.12,EXAMINE,5,system design documentation,48,50
AC.L2-3.1.12,EXAMINE,6,system configuration settings and associated documentation,48,50
AC.L2-3.1.12,EXAMINE,7,remote access authorizations,48,50
AC.L2-3.1.12,EXAMINE,8,system audit logs and records,48,50
AC.L2-3.1.12,EXAMINE,9,other relevant documents or records,48,50
AC.L2-3.1.12,INTERVIEW,1,Personnel with responsibilities for managing remote access connections,48,50
AC.L2-3.1.12,INTERVIEW,2,system or network administrators,48,50
AC.L2-3.1.12,INTERVIEW,3,personnel with information security responsibilities,48,50
AC.L2-3.1.12,TEST,1,Remote access management capability for the system,48,50
AC.L2-3.1.13,EXAMINE,1,Access control policy,51,52
AC.L2-3.1.13,EXAMINE,2,procedures addressing remote access to the system,51,52
AC.L2-3.1.13,EXAMINE,3,system security plan,51,52
AC.L2-3.1.13,EXAMINE,4,system design documentation,51,52
AC.L2-3.1.13,EXAMINE,5,system configuration settings and associated documentation,51,52
AC.L2-3.1.13,EXAMINE,6,cryptographic mechanisms and associated configuration documentation,51,52
AC.L2-3.1.13,EXAMINE,7,system audit logs and records,51,52
AC.L2-3.1.13,EXAMINE,8,other relevant documents or records,51,52
AC.L2-3.1.13,INTERVIEW,1,System or network administrators,51,52
AC.L2-3.1.13,INTERVIEW,2,personnel with information security responsibilities,51,52
AC.L2-3.1.13,INTERVIEW,3,system developers,51,52
AC.L2-3.1.13,TEST,1,Cryptographic mechanisms protecting remote access sessions,51,52
AC.L2-3.1.14,EXAMINE,1,Access control policy,53,54
AC.L2-3.1.14,EXAMINE,2,procedures addressing re mote access to the system,53,54
AC.L2-3.1.14,EXAMINE,3,system security plan,53,54
AC.L2-3.1.14,EXAMINE,4,system design documentation,53,54
AC.L2-3.1.14,EXAMINE,5,list of all managed network access control points,53,54
AC.L2-3.1.14,EXAMINE,6,system configuration settings and associated documentation,53,54
AC.L2-3.1.14,EXAMINE,7,system audit logs and records,53,54
AC.L2-3.1.14,EXAMINE,8,other relevant documents or records,53,54
AC.L2-3.1.14,INTERVIEW,1,System or network administrators,53,54
AC.L2-3.1.14,INTERVIEW,2,personnel with information security responsibilities,53,54
AC.L2-3.1.14,TEST,1,Mechanisms routing all remote accesses through managed network access control points,53,54
AC.L2-3.1.15,EXAMINE,1,Access control policy,55,57
AC.L2-3.1.15,EXAMINE,2,procedures addressing remote access to the system,55,57
AC.L2-3.1.15,EXAMINE,3,system configuration settings and associated documentation,55,57
AC.L2-3.1.15,EXAMINE,4,system security plan,55,57
AC.L2-3.1.15,EXAMINE,5,system audit logs and records,55,57
AC.L2-3.1.15,EXAMINE,6,other relevant documents or records,55,57
AC.L2-3.1.15,INTERVIEW,1,System or network administrators,55,57
AC.L2-3.1.15,INTERVIEW,2,personnel with information security responsibilities,55,57
AC.L2-3.1.15,TEST,1,Mechanisms implementing remote access management,55,57
AC.L2-3.1.16,EXAMINE,1,Access control policy,58,59
AC.L2-3.1.16,EXAMINE,2,configuration management plan,58,59
AC.L2-3.1.16,EXAMINE,3,procedures addressing wireless access implementation and usage (including restrictions),58,59
AC.L2-3.1.16,EXAMINE,4,system security plan,58,59
AC.L2-3.1.16,EXAMINE,5,system design documentation,58,59
AC.L2-3.1.16,EXAMINE,6,system configuration settings and associated documentation,58,59
AC.L2-3.1.16,EXAMINE,7,wireless access authorizations,58,59
AC.L2-3.1.16,EXAMINE,8,system audit logs and records,58,59
AC.L2-3.1.16,EXAMINE,9,other relevant documents or records,58,59
AC.L2-3.1.16,INTERVIEW,1,Personnel with responsibilities for managing wireless access connections,58,59
AC.L2-3.1.16,INTERVIEW,2,personnel with information security responsibilities,58,59
AC.L2-3.1.16,TEST,1,Wireless access management capability for the system,58,59
AC.L2-3.1.17,EXAMINE,1,Access control policy,60,61
AC.L2-3.1.17,EXAMINE,2,system design documentation,60,61
AC.L2-3.1.17,EXAMINE,3,procedures addressing wireless implementation and usage (including restrictions),60,61
AC.L2-3.1.17,EXAMINE,4,system security plan,60,61
AC.L2-3.1.17,EXAMINE,5,system configuration settings and associated documentation,60,61
AC.L2-3.1.17,EXAMINE,6,system audit logs and records,60,61
AC.L2-3.1.17,EXAMINE,7,other relevant documents or records,60,61
AC.L2-3.1.17,INTERVIEW,1,System or network administrators,60,61
AC.L2-3.1.17,INTERVIEW,2,personnel with information security responsibilities,60,61
AC.L2-3.1.17,INTERVIEW,3,system developers,60,61
AC.L2-3.1.17,TEST,1,Mechanisms implementing wireless access protections to the system,60,61
AC.L2-3.1.18,EXAMINE,1,Access control policy,62,63
AC.L2-3.1.18,EXAMINE,2,authorizations for mobile device connections to organizational systems,62,63
AC.L2-3.1.18,EXAMINE,3,procedures addressing access control for mobile device usage (including restrictions),62,63
AC.L2-3.1.18,EXAMINE,4,system design documentation,62,63
AC.L2-3.1.18,EXAMINE,5,configuration management plan,62,63
AC.L2-3.1.18,EXAMINE,6,system security plan,62,63
AC.L2-3.1.18,EXAMINE,7,system audit logs and records,62,63
AC.L2-3.1.18,EXAMINE,8,system configuration settings and associated documentation,62,63
AC.L2-3.1.18,EXAMINE,9,other relevant documents or records,62,63
AC.L2-3.1.18,INTERVIEW,1,Personnel using mobile devices to access organizational systems,62,63
AC.L2-3.1.18,INTERVIEW,2,system or network administrators,62,63
AC.L2-3.1.18,INTERVIEW,3,personnel with information security responsibilities,62,63
AC.L2-3.1.18,TEST,1,Access control capability authorizing mobile device connections to organizational systems,62,63
AC.L2-3.1.19,EXAMINE,1,Access control policy,64,65
AC.L2-3.1.19,EXAMINE,2,procedures addressing access control for mobile devices,64,65
AC.L2-3.1.19,EXAMINE,3,system design documentation,64,65
AC.L2-3.1.19,EXAMINE,4,system configuration settings and associated documentation,64,65
AC.L2-3.1.19,EXAMINE,5,encryption mechanisms and associated configuration documentation,64,65
AC.L2-3.1.19,EXAMINE,6,system security plan,64,65
AC.L2-3.1.19,EXAMINE,7,system audit logs and records,64,65
AC.L2-3.1.19,EXAMINE,8,other relevant documents or records,64,65
AC.L2-3.1.19,INTERVIEW,1,Personnel with access control responsibilities for mobile devices,64,65
AC.L2-3.1.19,INTERVIEW,2,system or network administrators,64,65
AC.L2-3.1.19,INTERVIEW,3,personnel with information security responsibilities,64,65
AC.L2-3.1.19,TEST,1,Encryption mechanisms protecting confidentiality of information on mobile devices,64,65
AC.L2-3.1.20,EXAMINE,1,Access control policy,66,68
AC.L2-3.1.20,EXAMINE,2,procedures addressing the use of external systems,66,68
AC.L2-3.1.20,EXAMINE,3,terms and conditions for external systems,66,68
AC.L2-3.1.20,EXAMINE,4,system security plan,66,68
AC.L2-3.1.20,EXAMINE,5,list of applications accessible from external systems,66,68
AC.L2-3.1.20,EXAMINE,6,system configuration settings and associated documentation,66,68
AC.L2-3.1.20,EXAMINE,7,system connection or processing agreements,66,68
AC.L2-3.1.20,EXAMINE,8,account management documents,66,68
AC.L2-3.1.20,EXAMINE,9,other relevant documents or records,66,68
AC.L2-3.1.20,INTERVIEW,1,Personnel with responsibilities for defining terms and conditions for use of external systems to access organizational systems,66,68
AC.L2-3.1.20,INTERVIEW,2,system or network administrators,66,68
AC.L2-3.1.20,INTERVIEW,3,personnel with information security responsibilities,66,68
AC.L2-3.1.20,TEST,1,Mechanisms implementing terms and conditions on use of external systems,66,68
AC.L2-3.1.21,EXAMINE,1,Access control policy,69,70
AC.L2-3.1.21,EXAMINE,2,procedures addressing the use of external systems,69,70
AC.L2-3.1.21,EXAMINE,3,system security plan,69,70
AC.L2-3.1.21,EXAMINE,4,system configuration settings and associated documentation,69,70
AC.L2-3.1.21,EXAMINE,5,system connection or processing agreements,69,70
AC.L2-3.1.21,EXAMINE,6,account management documents,69,70
AC.L2-3.1.21,EXAMINE,7,other relevant documents or records,69,70
AC.L2-3.1.21,INTERVIEW,1,Personnel with responsibilities for restricting or prohibiting use of organization-controlled storage devices on external systems,69,70
AC.L2-3.1.21,INTERVIEW,2,sy stem or network administrators,69,70
AC.L2-3.1.21,INTERVIEW,3,personnel with information security responsibilities,69,70
AC.L2-3.1.21,TEST,1,Mechanisms implementing restrictions on use of portable storage devices,69,70
AC.L2-3.1.22,EXAMINE,1,Access control policy,71,72
AC.L2-3.1.22,EXAMINE,2,procedures addressing publicly accessible content,71,72
AC.L2-3.1.22,EXAMINE,3,system security plan,71,72
AC.L2-3.1.22,EXAMINE,4,list of users authorized to post publicly accessible content on organizational systems,71,72
AC.L2-3.1.22,EXAMINE,5,training materials and/or records,71,72
AC.L2-3.1.22,EXAMINE,6,records of publicly accessible information reviews,71,72
AC.L2-3.1.22,EXAMINE,7,records of response to nonpublic information on public websites,71,72
AC.L2-3.1.22,EXAMINE,8,system audit logs and records,71,72
AC.L2-3.1.22,EXAMINE,9,security awareness training records,71,72
AC.L2-3.1.22,EXAMINE,10,other relevant documents or records,71,72
AC.L2-3.1.22,INTERVIEW,1,Personnel with responsibilities for managing publicly accessible information posted on organizational systems,71,72
AC.L2-3.1.22,INTERVIEW,2,personnel with information securit y responsibilities,71,72
AC.L2-3.1.22,TEST,1,Mechanisms implementing management of publicly accessible content,71,72
AT.L2-3.2.1,EXAMINE,1,Security awareness and training policy,73,75
AT.L2-3.2.1,EXAMINE,2,procedures addressing security awareness training implementation,73,75
AT.L2-3.2.1,EXAMINE,3,relevant codes of federal regulations,73,75
AT.L2-3.2.1,EXAMINE,4,security awareness training curriculum,73,75
AT.L2-3.2.1,EXAMINE,5,security awareness training materials,73,75
AT.L2-3.2.1,EXAMINE,6,system security plan,73,75
AT.L2-3.2.1,EXAMINE,7,training records,73,75
AT.L2-3.2.1,EXAMINE,8,other relevant documents or records,73,75
AT.L2-3.2.1,INTERVIEW,1,Personnel with responsibilities for security awareness training,73,75
AT.L2-3.2.1,INTERVIEW,2,personnel with information security responsibilities,73,75
AT.L2-3.2.1,INTERVIEW,3,personnel composing the general system user community,73,75
AT.L2-3.2.1,INTERVIEW,4,personnel with responsibilities for role-based awareness training,73,75
AT.L2-3.2.1,TEST,1,Mechanisms managing security awareness training,73,75
AT.L2-3.2.1,TEST,2,mechanisms managing role-based security training,73,75
AT.L2-3.2.2,EXAMINE,1,Security awareness and training policy,76,77
AT.L2-3.2.2,EXAMINE,2,procedures addressing security training implementation,76,77
AT.L2-3.2.2,EXAMINE,3,codes of federal regulations,76,77
AT.L2-3.2.2,EXAMINE,4,security training curriculum,76,77
AT.L2-3.2.2,EXAMINE,5,security training materials,76,77
AT.L2-3.2.2,EXAMINE,6,system security plan,76,77
AT.L2-3.2.2,EXAMINE,7,training records,76,77
AT.L2-3.2.2,EXAMINE,8,other relevant documents or records,76,77
AT.L2-3.2.2,INTERVIEW,1,Personnel with responsibilities for role- based security training,76,77
AT.L2-3.2.2,INTERVIEW,2,personnel with assigned system security roles and responsibilities,76,77
AT.L2-3.2.2,INTERVIEW,3,personnel with responsibilities for security awareness training,76,77
AT.L2-3.2.2,INTERVIEW,4,personnel with information security responsibilities,76,77
AT.L2-3.2.2,INTERVIEW,5,personnel representing the general system user community,76,77
AT.L2-3.2.2,TEST,1,Mechanisms managing role-based security training,76,77
AT.L2-3.2.2,TEST,2,mechanisms managing security awareness training,76,77
AT.L2-3.2.3,EXAMINE,1,Security awareness and training policy,78,79
AT.L2-3.2.3,EXAMINE,2,procedures addressing security awareness training implementation,78,79
AT.L2-3.2.3,EXAMINE,3,security awareness training curriculum,78,79
AT.L2-3.2.3,EXAMINE,4,security awareness training materials,78,79
AT.L2-3.2.3,EXAMINE,5,insider threat policy and procedures,78,79
AT.L2-3.2.3,EXAMINE,6,system security plan,78,79
AT.L2-3.2.3,EXAMINE,7,other relevant documents or records,78,79
AT.L2-3.2.3,INTERVIEW,1,Personnel that participate in security awareness training,78,79
AT.L2-3.2.3,INTERVIEW,2,personnel with responsibilities for basic security awareness training,78,79
AT.L2-3.2.3,INTERVIEW,3,personnel with information security responsibilities,78,79
